geometry,pipeline,q,standardize,classifier,cv_accuracy,cv_acc_std,cv_precision,cv_recall,cv_auc,cv_runtime_s,ho_accuracy,ho_precision,ho_recall,ho_auc,ho_runtime_s
LOGE,B-PCA,5.0,True,svm,0.783824877509088,0.01314934886012054,0.7873819472802692,0.7836910084451068,0.9766676759281276,28.331607818603516,0.7812061711079944,0.7840407865888959,0.7814820838076653,0.9764991848886629,10.865199327468872
LOGE,B-PCA,10.0,False,svm,0.9251367156630315,0.008619985324365045,0.9273384710368516,0.9251614505712867,0.9974726037592081,27.001163244247437,0.9312762973352033,0.9321119998967288,0.9311541172006289,0.99745080463162,6.655950546264648
LOGE,B-PCA,10.0,True,svm,0.9067980762717605,0.006399662794090663,0.907887939290355,0.9067014406358668,0.9950268479146684,25.969586849212646,0.9151472650771388,0.9174599046070849,0.9152165663793571,0.9954754510764054,7.760997533798218
LOGE,B-PCA,20.0,False,svm,0.9666237666237667,0.006626730351040732,0.9674074669215502,0.9665772478887231,0.9992811524112902,36.262032985687256,0.9733520336605891,0.9735419121501966,0.9733344175204639,0.9996678599892338,10.499342918395996
LOGE,B-PCA,20.0,True,svm,0.9663288852762537,0.006610617377350465,0.9672156241279588,0.9663040238450075,0.9992967309851302,36.92091464996338,0.9740532959326789,0.9743853736493218,0.9740554019623787,0.9994241412029479,13.38711166381836
LOGE,C-UMAP,5.0,False,svm,0.8917618370249949,0.0130057254601126,0.8950008523088607,0.8917784401390959,0.9902784778811204,132.2218987941742,0.9074333800841514,0.9085772694581503,0.9073182631322165,0.9929258457496698,42.11007881164551
LOGE,C-UMAP,5.0,True,svm,0.8463654632075684,0.014768192019599927,0.8704896345299902,0.8462791852955787,0.986940579222893,123.86114883422852,0.879382889200561,0.8854884312831058,0.879405865452377,0.9917022925537655,32.21347379684448
LOGE,C-UMAP,10.0,False,svm,0.8800361263519157,0.015493298032286842,0.8833652106498191,0.8800745156482861,0.9896470543702378,127.81431603431702,0.9018232819074333,0.9024651836676871,0.9017184366021574,0.9932455913628178,43.5460090637207
LOGE,C-UMAP,10.0,True,svm,0.8442611032084717,0.015546245458108048,0.8708100823448672,0.8441530054644808,0.9865957997463765,138.99203300476074,0.8758765778401122,0.884034258735215,0.8758985200845665,0.991530303157239,25.463804006576538
LOGE,C-UMAP,20.0,False,svm,0.874625301993723,0.008029057635794359,0.8789586767279314,0.8746547441629409,0.9895133311885917,134.46300792694092,0.8997194950911641,0.9005950501040852,0.8995988507616414,0.9933257508617014,44.393890380859375
LOGE,C-UMAP,20.0,True,svm,0.8316317821580979,0.015746708039675945,0.8627220452535849,0.8315598609041233,0.9851847697882479,128.4903039932251,0.8639551192145862,0.8774563882547205,0.8640375128747221,0.9909415395100907,24.278431177139282
