geometry,pipeline,q,standardize,classifier,accuracy,acc_std,precision,recall,auc,runtime_s
LOGE,B-PCA,5.0,False,lr,0.8282911392405063,0.03628498179497352,0.8430926144562507,0.8275974025974027,0.9872608863016203,11.393146276473999
LOGE,B-PCA,5.0,True,lr,0.8662025316455695,0.021776567111926985,0.8819696969696971,0.8646103896103897,0.9905664563693216,11.127894401550293
LOGE,B-PCA,10.0,False,lr,0.9570569620253163,0.006281147351348436,0.9649278499278499,0.9568181818181818,0.9982489791384255,10.649873495101929
LOGE,B-PCA,10.0,True,lr,0.9166772151898733,0.017110745154540516,0.931383313656041,0.9155844155844157,0.9964714179291885,7.603971004486084
LOGE,B-PCA,20.0,False,lr,0.9747468354430378,0.016012032809120152,0.980257116620753,0.975,0.9992474773923743,7.416597843170166
LOGE,B-PCA,20.0,True,lr,0.977246835443038,0.009506531373735345,0.9800505050505052,0.9772727272727273,0.9997835497835499,2.2450499534606934
LOGE,C-UMAP,5.0,False,lr,0.8787974683544304,0.017088607594936717,0.8969933097205824,0.8779220779220779,0.986191159340156,88.31950283050537
LOGE,C-UMAP,5.0,True,lr,0.8687974683544304,0.02884548785380681,0.8861616161616162,0.8698051948051948,0.9863294545187273,19.730865716934204
LOGE,C-UMAP,10.0,False,lr,0.8711708860759494,0.02198317297952496,0.8871566312475403,0.8717532467532468,0.991002508060679,33.42098951339722
LOGE,C-UMAP,10.0,True,lr,0.8839240506329114,0.017881735074845886,0.9054302767939131,0.884090909090909,0.9884003655251004,14.72842001914978
LOGE,C-UMAP,20.0,False,lr,0.8939240506329116,0.013017681146513868,0.903395644759281,0.8935064935064936,0.9907090016576559,35.79337787628174
LOGE,C-UMAP,20.0,True,lr,0.8813607594936709,0.018582282792397632,0.9102213443122533,0.881168831168831,0.9909286057426613,17.56865882873535
LOGE,A-Full,,False,svm,0.9924050632911392,0.010126582278481016,0.9934343434343434,0.9922077922077921,1.0,10.701633930206299
LOGE,A-Full,,True,svm,0.9949367088607595,0.010126582278481023,0.9954545454545455,0.9948051948051948,1.0,14.632862329483032
LOGE,B-PCA,5.0,False,svm,0.8788924050632911,0.04389180043937552,0.892084582084582,0.8782467532467532,0.994445843457034,9.166377067565918
LOGE,B-PCA,5.0,True,svm,0.8914556962025315,0.03791662228038017,0.9103646858192314,0.8905844155844156,0.994807187180089,13.993314504623413
LOGE,B-PCA,10.0,False,svm,0.9798417721518987,0.012779325807022773,0.9828282828282828,0.97987012987013,0.999715464504197,11.54457974433899
LOGE,B-PCA,10.0,True,svm,0.9545886075949367,0.02335991839741845,0.962049062049062,0.9538961038961039,0.9981696739173105,9.61089277267456
LOGE,B-PCA,20.0,False,svm,0.9924050632911392,0.010126582278481016,0.9934343434343434,0.9922077922077921,0.99992784992785,15.491120100021362
LOGE,B-PCA,20.0,True,svm,0.9873417721518987,0.01961004225927808,0.991115702479339,0.9873376623376624,1.0,13.952224493026733
LOGE,C-UMAP,5.0,False,svm,0.8131329113924052,0.024514595451726972,0.8346124345054827,0.8142857142857143,0.9839976259243575,35.28163933753967
LOGE,C-UMAP,5.0,True,svm,0.8309493670886076,0.04127844025477474,0.8528668805941534,0.8305194805194807,0.9856886858719773,28.21990442276001
LOGE,C-UMAP,10.0,False,svm,0.8181645569620253,0.03366446117439686,0.8341260002623638,0.8188311688311689,0.9867380201368722,35.994110345840454
LOGE,C-UMAP,10.0,True,svm,0.8207911392405064,0.03473345987745078,0.8429407461225644,0.82012987012987,0.9855290896826927,17.420764207839966
LOGE,C-UMAP,20.0,False,svm,0.7778164556962025,0.033289033480112605,0.7757987719351356,0.7785714285714286,0.9836802928056787,98.66474342346191
LOGE,C-UMAP,20.0,True,svm,0.8106329113924051,0.015638931859727083,0.8473560278105733,0.810064935064935,0.9838454354534569,25.59034514427185
